k__Bacteria|p__Firmicutes|c__Clostridia	33.65557	34.27079	33.8906	15.06198	47.46721	27.02208	34.74979	19.50268	16.86523	23.00891	21.41636	53.27467	34.28665	52.91374	36.57086	52.42586	37.97777	40.25577	53.76457	32.11157	48.79308	20.7241	16.3605	51.45513	62.84142	41.03324	14.69312	74.91451	28.45853	46.16894	30.75341	59.53295	23.04685	35.64442	29.6543	19.44524	31.98518	51.67259	12.72127	37.35524	3.48262	37.15782	30.27877	52.76259	20.72908	13.36377	63.45143	64.49754	60.66404	55.95056	47.7887	42.5854	44.78964	58.91123	9.10359	27.60287	37.00253	57.18469
k__Bacteria|p__Actinobacteria|c__Actinobacteria	7.59722	37.87954	1.71774	0.66232	5.10016	3.08502	7.23532	3.90268	1.40727	1.25194	13.15082	0.46045	0.95128	9.44413	3.41424	16.86769	11.80758	8.75776	3.04939	40.18509	1.26176	0.81354	1.90691	5.40429	9.33416	6.63316	0.29613	5.89579	15.99928	2.18073	0.57578	1.84115	0.42145	0.54315	6.67696	0.5898	0.678	30.2524	0.30701	0	9.99092	11.43209	7.50857	8.19264	0.48298	0.34917	9.40676	5.45895	0.69597	3.87222	6.16671	4.51091	10.59147	5.08636	79.72114	2.66484	24.12311	0.39325
k__Bacteria|p__Firmicutes|c__Bacilli	40.15893	3.00571	0.24164	0	15.63527	0.06828	0	2.68582	0.62761	7.0607	2.28265	0	0.11235	0.41595	1.10111	0.02949	0.1102	0.02684	0	0.24532	0.25255	0.44871	6.23547	0.58735	0.48383	0.09673	0.07007	1.26303	0.15925	0.34498	0.06846	0.38662	0.05934	0.39931	0.00806	0.18348	0	0.16575	0.48666	1.82384	84.27908	16.37532	23.30756	4.22272	0.07645	0.04958	0.96378	0.13484	0	0.0356	1.91281	1.79515	0.17216	10.00428	6.09989	1.00744	0.07154	0.09743
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.02837	0.13552	0.22802	0.22422	0	0	0.04332	1.38253	0	1.7749	0.16609	0	0	0.30173	0.38397	0	0	0	0	0	0.01016	0	0.72221	0	0.17386	3.41575	1.00032	0	1.83272	0.61656	0	0.30718	0.25347	0.2167	0	0	0	0.3669	0	0	0.08501	1.06461	0.87684	0.51905	0	0	0	0.08073	0	0	0.7219	1.4855	0	1.70652	0	0	0	1.55829
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.4105	0.80328	1.85263	1.70664	2.24534	0.46145	0.17697	0.39278	0.09286	2.25342	1.09363	0	0	0.45852	1.45017	1.83041	1.54193	3.59018	0.83463	0	0	0	0.18673	1.0356	0.08369	0.12476	0.25889	0	0.25143	0.59332	1.4072	0.67558	3.30643	0.69027	0.73421	2.79491	0.17882	0	0	0	0	0.81501	0.96398	0.73306	0.6901	1.50589	0.93758	0.45475	0	0	2.51594	1.05592	0.26017	0	0.02265	0.92182	0.09572	0.26421
k__Bacteria|p__Firmicutes|c__Negativicutes	0.23226	0.42927	0.06884	0	0.02103	0.5363	0.66326	1.56617	3.40749	3.38866	2.04726	0	0	2.235	4.90797	1.96595	3.03266	3.15363	0.04748	1.79148	0.19612	0	7.99994	0.00181	0.58104	5.39623	3.62494	0	0.67936	0.1318	0	0.00272	0.13419	2.05833	1.28609	0.05797	1.95005	0	23.1538	16.61381	1.50488	15.34396	11.54396	7.79808	0.02487	0	0	0	0	0	0	0.02259	2.44759	2.64223	0.23535	0.71477	0	2.50711
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	3.34993	2.10265	0.45733	0	0.62963	0.3499	0.04258	0.00484	0.1024	0.26321	0.609	0.08265	0.1399	1.06433	0.39664	0.0942	2.09526	0.60828	0.4326	0.21446	0.21308	0.22959	3.92109	9.90833	0.18111	0.10979	0.04294	0.22232	1.17237	0.96716	0.4145	0.02453	0.06704	0.2013	0.21641	0.33132	0.02071	1.41397	0	0	0.21781	0.52325	0.35233	3.09565	0.0129	0.05783	0.66175	0.50999	0.03284	0.08135	0.39953	0.01694	0.0134	0.07661	1.05059	0.23755	1.6294	0.06508
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0.00609	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	7.04244	13.99421	59.11844	58.58402	10.16842	67.42185	52.60843	50.8872	37.11265	21.27224	26.05475	46.18223	62.32495	33.10249	45.84631	14.336	33.51717	28.27419	41.51618	24.39855	45.34104	59.98428	61.16348	31.19536	26.03789	42.04608	58.23983	15.13747	48.53414	48.40659	55.06131	37.17536	72.6329	59.90447	17.3886	76.14215	65.14358	16.07674	34.61992	40.20223	0.1349	13.00734	23.17785	20.59989	77.60952	83.68236	5.87453	21.86215	38.53264	40.06026	40.46815	48.52151	39.21686	20.77849	3.22249	65.26606	18.28654	37.89114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	33.65557	34.27079	33.8906	15.06198	47.46721	27.02208	34.74979	19.50268	16.86523	23.00891	21.41636	53.27467	34.28665	52.91374	36.57086	52.42586	37.97777	40.25577	53.76457	32.11157	48.79308	20.7241	16.3605	51.45513	62.84142	41.03324	14.69312	74.91451	28.45853	46.16894	30.75341	59.53295	23.04685	35.64442	29.6543	19.44524	31.98518	51.67259	12.72127	37.35524	3.48262	37.15782	30.27877	52.76259	20.72908	13.36377	63.45143	64.49754	60.66404	55.95056	47.7887	42.5854	44.78964	58.91123	9.10359	27.60287	37.00253	57.18469
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	2.24364	1.92213	1.64485	0.66232	3.40244	0.30894	4.86893	3.47829	0.4964	0.31425	0.35781	0.39119	0.73968	2.68426	0.85009	3.30536	1.17078	0.51063	0.74343	0.90324	1.2419	0.78133	1.17527	5.286	1.50833	2.04895	0.12571	4.0497	1.81648	0.90362	0.53491	1.8351	0.42145	0.54315	1.78778	0.5898	0.09373	4.67045	0.26668	0	0.01662	3.82132	3.40139	3.93673	0.41754	0.26932	7.156	5.1426	0.69597	0.27695	4.62849	2.90632	1.37961	1.44885	1.8654	2.62158	1.09119	0.39325
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	40.15893	3.00571	0.24164	0	15.63527	0.06828	0	2.68582	0.62761	7.0607	2.28265	0	0.11235	0.41595	1.10111	0.02949	0.1102	0.02684	0	0.24532	0.25255	0.44871	6.16573	0.58735	0.48383	0.09673	0.07007	1.26303	0.15925	0.34498	0.06846	0.38662	0.05934	0.39931	0.00806	0.18348	0	0.16575	0.48666	1.82384	84.27833	16.37532	23.30756	4.22272	0.07645	0.04958	0.96378	0.13484	0	0.0356	1.91281	1.79515	0.17216	10.00428	6.09989	1.00744	0.07154	0.09743
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	5.35358	35.95741	0.07289	0	1.69772	2.77608	2.32745	0.28233	0.91087	0.93769	12.76336	0.06925	0.21161	6.75987	2.56415	13.51902	10.6368	8.15896	2.30596	39.28184	0.01986	0.0322	0.66148	0.11829	7.82583	4.58421	0.17042	1.60006	14.17012	1.27711	0.04087	0.00605	0	0	4.8848	0	0.58427	25.58195	0.00722	0	8.40922	7.49059	3.59343	3.92131	0.06545	0	2.00233	0.31371	0	3.59527	1.52981	1.60458	9.21186	3.24499	77.85078	0.00707	23.03192	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.02837	0.13552	0.22802	0.22422	0	0	0.04332	1.38253	0	1.7749	0.16609	0	0	0.30173	0.38397	0	0	0	0	0	0.01016	0	0.72221	0	0.17386	3.41575	1.00032	0	1.83272	0.61656	0	0.30718	0.25347	0.2167	0	0	0	0.3669	0	0	0.08501	1.06461	0.87684	0.51905	0	0	0	0.08073	0	0	0.7219	1.4855	0	1.70652	0	0	0	1.55829
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.4105	0.80328	1.85263	1.70664	2.24534	0.46145	0.17697	0.39278	0.09286	2.25342	1.09363	0	0	0.45852	1.45017	1.83041	1.54193	3.59018	0.83463	0	0	0	0.18673	1.0356	0.08369	0.12476	0.25889	0	0.25143	0.59332	1.4072	0.67558	3.30643	0.69027	0.73421	2.79491	0.17882	0	0	0	0	0.81501	0.96398	0.73306	0.6901	1.50589	0.93758	0.45475	0	0	2.51594	1.05592	0.26017	0	0.02265	0.92182	0.09572	0.26421
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.23226	0.42927	0.06884	0	0.02103	0.5363	0.66326	1.56617	3.40749	3.38866	2.04726	0	0	2.235	4.90797	1.96595	3.03266	3.15363	0.04748	1.79148	0.19612	0	7.99994	0.00181	0.58104	5.39623	3.62494	0	0.67936	0.1318	0	0.00272	0.13419	2.05833	1.28609	0.05797	1.95005	0	23.1538	16.61381	1.50488	15.34396	11.54396	7.79808	0.02487	0	0	0	0	0	0	0.02259	2.44759	2.64223	0.23535	0.71477	0	2.50711
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	3.34993	2.10265	0.45733	0	0.62963	0.3499	0.04258	0.00484	0.1024	0.26321	0.609	0.08265	0.1399	1.06433	0.39664	0.0942	2.09526	0.60828	0.4326	0.21446	0.21308	0.22959	3.92109	9.90833	0.18111	0.10979	0.04294	0.22232	1.17237	0.96716	0.4145	0.02453	0.06704	0.2013	0.21641	0.33132	0.02071	1.41397	0	0	0.21781	0.52325	0.35233	3.09565	0.0129	0.05783	0.66175	0.50999	0.03284	0.08135	0.39953	0.01694	0.0134	0.07661	1.05059	0.23755	1.6294	0.06508
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0.00609	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	3.6876	7.2977	49.93116	49.81169	4.8571	53.94838	25.97814	23.91929	30.82509	12.66902	21.40235	35.70823	53.9609	20.76667	28.09234	6.02969	16.35783	13.089	31.66737	20.41863	43.4417	55.8926	20.23603	16.24463	12.45626	11.25121	52.74032	6.36265	9.38442	12.92822	27.0123	28.99801	19.03136	13.5094	9.11976	27.13702	57.34773	0.36578	25.83638	38.39984	0.09792	5.34597	9.87454	10.38206	69.49487	73.45692	3.60997	17.53364	38.35274	35.85205	18.04643	34.29847	26.88472	15.28142	2.43633	60.24054	9.03797	33.79157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	25.53617	23.22782	4.40691	0.50856	32.96394	12.30601	11.91467	6.65662	4.59409	9.73768	15.57045	18.10978	14.3097	27.18351	31.70227	7.10546	8.01637	8.13444	22.55453	3.39457	29.75851	5.1912	7.65348	28.58496	51.77521	26.67193	2.7616	54.96998	20.46497	16.90512	11.8362	15.45749	14.44526	16.35859	25.80128	1.82119	10.20853	33.72103	1.74841	4.30928	0.17825	22.20318	12.59174	19.04232	8.31659	3.98145	51.15133	41.86092	30.52916	38.87294	24.07048	22.12618	28.47676	27.07287	1.3916	14.15093	26.18125	33.03782
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2.12608	7.84926	0	0.00335	0.40004	0.61722	13.43147	1.87741	0	0.27938	0.67685	5.55929	7.39226	15.87046	1.50361	27.6115	2.91068	0	2.80462	0	4.86258	0	1.62522	18.55894	4.09753	6.8476	6.77542	8.65758	2.36246	25.29883	2.60356	33.20221	2.29471	14.53914	0.31801	0.7774	0.35544	1.49058	6.95384	27.96028	0.12842	6.42973	8.86985	26.26377	0.47825	0.66156	7.15613	14.05627	7.94309	3.99033	13.58498	12.41006	9.58639	27.8055	4.97948	0	5.7456	11.79725
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.50977	3.33551	7.31155	7.70212	5.29017	5.5154	6.53841	0.92193	0	0	2.34133	6.50903	6.25811	3.94334	8.1065	8.30486	17.14684	15.17786	0.0994	0	1.88127	0.89448	1.98897	6.74482	5.98223	6.68549	3.6328	2.60332	0.13076	0.67034	18.44805	0.91589	5.6645	3.72668	3.41419	3.10133	7.79223	6.18403	5.01331	1.76746	0.00102	2.02275	2.30587	2.63364	4.27773	7.06446	1.35713	1.26346	0.17989	4.20821	13.89776	5.96027	3.90357	1.7647	0.40845	3.16919	5.41469	0.93545
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.82538	3.21054	1.87574	1.06381	0.02115	7.95808	17.46769	26.04598	6.27689	8.60322	0.00218	3.96496	2.10595	3.07945	7.8531	0	0	0.00734	9.72694	0.00085	0.01807	3.19721	1.7148	4.73235	7.38093	17.39025	1.42056	4.90509	2.7551	4.75861	6.62401	5.29146	10.13689	3.96528	4.4104	45.25295	0	9.52694	3.77022	0.02643	0.02266	3.71007	5.73862	2.77171	3.83692	3.16099	0.71995	2.68009	0	0	6.32147	4.99311	7.52913	3.73237	0.34212	1.82105	3.25482	2.77585
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	5.41084	2.92828	22.38836	3.27884	3.3328	5.34328	1.18272	6.96377	4.56088	4.87386	1.27706	27.10412	9.83697	7.76931	1.68682	11.61557	20.20842	10.153	25.92419	13.89211	6.03376	2.57304	5.01728	3.36552	3.87203	2.83475	1.52211	10.03441	5.6311	3.79925	3.4372	9.63975	4.61134	4.00795	1.0258	3.88788	0.90551	15.49562	0.63417	4.97155	0.0059	5.86874	6.47085	5.33394	7.20739	2.73309	4.26168	6.07131	11.72298	7.25066	5.32978	4.93128	5.16529	3.03248	2.06694	12.45462	4.79479	4.7952
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.0197	0.13887	0	0.00639	0	0	2.6242	0	0.01067	0	2.30889	0	0	5.16508	1.24577	0.00145	0.0125	0	0.02248	3.97906	0	0	37.11571	2.43073	0.21847	0.31466	0.01345	0	36.10572	29.78378	2.97696	1.28966	37.80015	38.70311	0.00674	0.01597	0.00362	0	0	0.0085	0.0133	1.92856	5.25882	4.81248	0	0	0.01209	0.00798	0	0	2.20248	3.26967	0.00103	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	2.24364	1.92213	1.64485	0.66232	3.40244	0.30894	4.86893	3.47829	0.4964	0.31425	0.35781	0.39119	0.73968	2.68426	0.85009	3.30536	1.17078	0.51063	0.74343	0.90324	1.2419	0.78133	1.17527	5.286	1.50833	2.04895	0.12571	4.0497	1.81648	0.90362	0.53491	1.8351	0.42145	0.54315	1.78778	0.5898	0.09373	4.67045	0.26668	0	0.01662	3.82132	3.40139	3.93673	0.41754	0.26932	7.156	5.1426	0.69597	0.27695	4.62849	2.90632	1.37961	1.44885	1.8654	2.62158	1.09119	0.39325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.06103	0.12254	1.11093	0.6701	9.3137	5.88509	1.60563	3.31486	3.38339	5.83994	0.05144	1.94155	1.65245	1.03015	1.47231	2.18052	0	0	1.51525	12.37027	4.44863	0	1.88468	0.88985	1.97815	4.28687	0	0.59468	0	0.16574	0.35546	1.05532	1.19127	0.41864	0.04103	2.15753	5.37382	0	0.15988	0	0.00135	2.45123	1.97712	1.79203	3.5454	4.55575	0.28536	1.75612	8.91334	5.05139	2.45797	2.51947	0.81943	0.64898	0.56303	0.39215	0	2.33844
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.19465	1.09081	0.24164	0	5.859	0.06828	0	1.76721	0.03507	5.64361	2.07076	0	0.11235	0.41595	0.87395	0.02949	0.1102	0	0	0.17786	0.14771	0.26014	3.60146	0.56226	0.2292	0.09673	0.07007	1.26303	0.15925	0.34498	0.06846	0.3638	0.05934	0.324	0.00806	0.18348	0	0.07002	0.43465	0.00301	73.30631	10.81262	22.25361	4.19973	0.07645	0.04958	0.82553	0.13484	0	0.02721	1.03587	1.78667	0.17216	9.9335	6.09989	1.00744	0	0.09743
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	5.35358	35.95741	0.07289	0	1.69772	2.77608	2.32745	0.28233	0.91087	0.93769	12.76336	0.06925	0.21161	6.75987	2.56415	13.51902	10.6368	8.15896	2.30596	39.28184	0.01986	0.0322	0.66148	0.11829	7.82583	4.58421	0.17042	1.60006	14.17012	1.27711	0.04087	0.00605	0	0	4.8848	0	0.58427	25.58195	0.00722	0	8.40922	7.49059	3.59343	3.92131	0.06545	0	2.00233	0.31371	0	3.59527	1.52981	1.60458	9.21186	3.24499	77.85078	0.00707	23.03192	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.02837	0.04951	0.09893	0.08326	0	0	0	0	0	1.15057	0	0	0	0	0	0	0	0	0	0	0.01016	0	0	0	0	0	0	0	0	0	0	0	0.25347	0.21301	0	0	0	0	0	0	0	0	0	0.19044	0	0	0	0.03091	0	0	0.72052	1.3742	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.4105	0.80328	1.85263	1.70664	2.24534	0.46145	0.17697	0.39278	0.09286	2.25342	1.09363	0	0	0.45852	1.45017	1.83041	1.54193	3.59018	0.83463	0	0	0	0.18673	1.0356	0.08369	0.12476	0.25889	0	0.25143	0.59332	1.4072	0.67558	3.30643	0.69027	0.73421	2.79491	0.17882	0	0	0	0	0.81501	0.96398	0.73306	0.6901	1.50589	0.93758	0.45475	0	0	2.51594	1.05592	0.26017	0	0.02265	0.92182	0.09572	0.26421
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.52146	0.14289	5.8806	10.38599	0.55195	2.77791	6.09339	0.66763	4.11565	2.1356	2.88936	0.49561	0.93631	1.0572	0.19458	3.68993	5.82841	21.08015	0.77259	2.21107	2.89991	12.86138	0.02288	0	0.69035	0.12237	3.37653	0.43197	0	0	12.08962	0.15658	0.36056	0.18954	2.45685	10.49691	14.93699	0.78073	3.1898	0.11413	3.1142	0.14026	0.23002	0.31198	1.12203	1.38236	0.59693	0.75291	1.55547	0.68501	1.94438	0.52487	0.11386	0.26845	0.0738	0.40127	0.18881	5.1095
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0	0	0.1291	0.14097	0	0	0.04332	1.38253	0	0.62434	0.16609	0	0	0.30173	0.38397	0	0	0	0	0	0	0	0.72221	0	0.17386	3.23978	1.00032	0	1.83272	0.61656	0	0.30718	0	0.00369	0	0	0	0.3669	0	0	0	1.06461	0.87684	0.32861	0	0	0	0.04982	0	0	0.00139	0.1113	0	1.70652	0	0	0	1.55829
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0	0	0.1038	0.21513	0.19715	0.09259	0.14843	0.02238	0.21121	0.06329	0.88158	0.06432	0.15896	0.00312	0.01125	0.18408	0.74408	0.8323	0.08851	0.06541	0.76389	0.04361	0.11469	0.05587	0.37085	0.26971	0.25746	0.0355	0	0	0.10796	0.0216	0.14371	0.13057	0	0.30434	0.20488	0.15452	0.03517	0	0	0.06469	0.07669	0.01855	0.05942	0.04955	0	0	0	0.09367	0.31594	0.07353	0.33356	0.02018	0.02874	0.20391	0	0.10649
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.23226	0.42927	0.06884	0	0.02103	0.5363	0.66326	0.03469	3.40749	3.38866	2.04726	0	0	2.235	4.90797	1.96595	3.03266	3.15363	0.04748	1.79148	0.19612	0	7.95173	0	0.27793	0.09646	3.62494	0	0.67936	0.1318	0	0.00272	0.02487	0.02552	0.60052	0.05797	1.95005	0	3.26211	5.36548	1.47295	0	0.05656	5.19085	0.02487	0	0	0	0	0	0	0.02259	2.44759	2.64223	0.23535	0.71477	0	2.50711
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	3.34993	2.10265	0.45733	0	0.62963	0.3499	0.04258	0.00484	0.1024	0.26321	0.609	0.08265	0.1399	1.06433	0.39664	0.0942	2.09526	0.60828	0.4326	0.21446	0.21308	0.22959	3.92109	9.90833	0.18111	0.10979	0.04294	0.22232	1.17237	0.96716	0.4145	0.02453	0.06704	0.2013	0.21641	0.33132	0.02071	1.41397	0	0	0.21781	0.52325	0.35233	3.09565	0.0129	0.05783	0.66175	0.50999	0.03284	0.08135	0.39953	0.01694	0.0134	0.07661	1.05059	0.23755	1.6294	0.06508
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0	0	0	0	0	0	0	0.05261	0	0.14908	0	0	0	0	0	0	0	0	0	0	0	0.18857	0.18519	0	0	0	0	0	0	0	0	0	0	0.07531	0	0	0	0	0	0	0.33897	0.02333	0.23098	0.01681	0	0	0	0	0	0.00839	0	0.00847	0	0.01266	0	0	0	0
